Occupant Number,Occupancy 1,Occupancy 2,Survey Time,INDOOR Ambient Temp.,INDOOR Relative Humidity,INDOOR Air Velocity,OUTDOOR Ambient Temp.,OUTDOOR Relative Humidity,OUTDOOR Air Velocity,Metabolic Rate (last 15 mins.),Metabolic Rate (last 1 hour),Clothing Level (+ Chair),Min. Accept. Sensation (right now),Max. Accept. Sensation (right now),Gender,Age,Office Type,Floor Number,Location on Floor Plan,Min. Accept. Sensation (summer),Min. Accept. Sensation (winter),Med. Accept. Sensation (summer),Med. Accept. Sensation (winter),Max. Accept. Sensation (summer),Max. Accept. Sensation (winter),Discomfort Location: HEAD,Discomfort Location: CHEST,Discomfort Location: BACK,Discomfort Location: PELVIS,Discomfort Location: ARMS ,Discomfort Location: HANDS,Discomfort Location: LEGS,Discomfort Location: FEET,Discomfort Location: ALL OVER,Thermal Sensation Movement (recently),"Relative ""Busyness"" (recently)",Relative Productivity (recently),General Satisfaction w/ Amount of Space,General Satisfaction w/ Privacy,General Thermal Comfort,General Satisfaction w/ Perceived Control,Fan/Heater Class,State of Fan/Heater,Current Thermostat COOLING Setpoint,Base Thermostat COOLING Setpoint,Current Thermostat HEATING Setpoint,Base Thermostat HEATING Setpoint,Clothing Change (recently),Clothing Change UP (recently),Clothing Change DOWN (recently),Net Clothing Change (recently),Drinking Beverage?,Action on WINDOW (recently),Action on DOOR (recently),Action on BLINDS (recently),Action on LOCAL FAN (recently),Action on LOCAL HEATER (recently),Action on THERMOSTAT (recently),CLOTHING availability,DRINKS availability,LOCAL HEATER availability,LOCAL FAN availability,THERMOSTAT availability,WINDOW availability,DOOR availability,BLINDS availability,CLOTHING effectiveness,DRINKS effectiveness,LOCAL HEATER effectiveness,LOCAL FAN effectiveness,THERMOSTAT effectiveness,WINDOW effectiveness,DOOR effectiveness,BLINDS effectiveness,Reported Discomfort to Management,Chooses set point that maximizes PRODUCTIVITY,Chooses set point that maximized COMFORT/PLEASURE,Wishes set point to stay at setting they choose,Chooses set point that is most agreeable to OTHERS,Chooses set point that is most ENERGY EFFICIENT,Chooses set point most in line with MGMT policies,Choooses set point most TYPICAL of office setting,comfort
6,1,0,3,23.2,30.45,0.03,10,58,6.26,1.2,1.25,0.77,-1,1,1,56,3,4,2,-2,-1,4.5,5.5,1,2,,,,,,,,,,1,3,,6,5,5,5,,,22.78,,24.44,,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,3,3,1,4,5,0,0,0,4,4,0,4,,3,3,1,5,0,2,5,1
6,1,1,1,22.6,30.45,0.03,10,62,6.26,1.36,1.25,0.53,-1,1,1,56,3,4,2,-2,-1,4.5,5.5,1,2,,,,,,,,,,0,3,,6,5,5,5,,,22.78,,24.44,,0,0,0,0,3,0,0,0,0,0,0,4,0,2,2,3,3,1,4,5,0,0,0,4,4,0,4,,3,3,1,5,0,2,5,1
6,1,1,2,23.71,30.45,0.03,11,54,6.26,1.15,1.17,0.53,-1,1,1,56,3,4,2,-2,-1,4.5,5.5,1,2,,,,,,,,,,0,3,,6,5,5,5,,,22.78,,24.44,,0,0,0,0,3,0,0,0,0,0,0,4,0,2,2,3,3,1,4,5,0,0,0,4,4,0,4,,3,3,1,5,0,2,5,1
6,1,1,3,23.54,30.45,0.03,10,62,5.36,1.17,1.17,0.53,-1,1,1,56,3,4,2,-2,-1,4.5,5.5,1,2,,,,,,,,,,0,3,,6,5,5,5,,,22.78,,24.44,,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,3,3,1,4,5,0,0,0,4,4,0,4,,3,3,1,5,0,2,5,1
6,1,1,1,22.34,30.45,0.03,8,61,4.47,1.5,1.87,0.68,-1,1,1,56,3,4,2,-2,-1,4.5,5.5,1,2,,,,,,,,,,0,,,6,5,5,5,,,22.78,,24.44,,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,3,3,1,4,5,0,0,0,4,4,0,4,,3,3,1,5,0,2,5,1
6,1,1,2,23.71,30.45,0.03,10,50,6.71,1.17,1,0.68,-1,1,1,56,3,4,2,-2,-1,4.5,5.5,1,2,,,,,,,,,,0,3,,6,5,5,5,,,22.78,,24.44,,0,0,0,0,3,0,0,0,0,0,0,4,0,2,2,3,3,1,4,5,0,0,0,4,4,0,4,,3,3,1,5,0,2,5,1
6,1,1,3,24.31,30.45,0.03,9,62,5.81,1,1.13,0.68,-1,1,1,56,3,4,2,-2,-1,4.5,5.5,1,2,,,,,,,,,,0,3,,6,5,5,5,,,22.78,,24.44,,0,0,0,0,2,0,0,0,0,0,0,4,0,2,2,3,3,1,4,5,0,0,0,4,4,0,4,,3,3,1,5,0,2,5,1
6,1,1,1,21.57,30.45,0.03,5,52,5.81,1.5,1.45,0.68,-1,1,1,56,3,4,2,-2,-1,4.5,5.5,1,2,,,,,,,,,,0,3,,6,5,5,5,,,22.78,,24.44,,0,0,0,0,3,0,0,0,0,0,0,4,0,2,2,3,3,1,4,5,0,0,0,4,4,0,4,,3,3,1,5,0,2,5,1
6,1,1,3,23.54,30.45,0.03,8,42,6.71,1.38,1.3,0.68,-1,1,1,56,3,4,2,-2,-1,4.5,5.5,1,2,,,,,,,,,,-1,3,,6,5,5,5,,,22.78,,24.44,,0,0,0,0,2,0,0,0,0,0,0,4,0,2,2,3,3,1,4,5,0,0,0,4,4,0,4,0,3,3,1,5,0,2,5,1
6,1,1,3,23.54,30.45,0.03,6,49,5.36,1.17,1.2,0.68,-1,1,1,56,3,4,2,-2,-1,4.5,5.5,1,2,,,,,,,,,,0,3,,6,5,5,5,,,22.78,,24.44,,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,3,3,1,4,5,0,0,0,4,4,0,4,,3,3,1,5,0,2,5,1
6,1,1,1,21.99,30.45,0.03,3,52,5.36,1.55,1.5,1.04,-1,1,1,56,3,4,2,-2,-1,4.5,5.5,1,2,,,,,,,,,,-1,3,,6,5,5,5,,,22.78,,24.44,,1,1,0,0.32,3,0,0,0,0,0,0,4,0,2,2,3,3,1,4,5,0,0,0,4,4,0,4,0,3,3,1,5,0,2,5,1
6,1,1,2,23.54,30.45,0.03,7,45,3.58,1,1,1.04,-1,1,1,56,3,4,2,-2,-1,4.5,5.5,1,2,,,,,,,,,,0,3,,6,5,5,5,,,22.78,,24.44,,0,0,0,0,3,0,0,0,0,0,0,4,0,2,2,3,3,1,4,5,0,0,0,4,4,0,4,0,3,3,1,5,0,2,5,1
6,1,1,3,23.54,30.45,0.03,4,60,2.68,1,1.25,0.68,-1,1,1,56,3,4,2,-2,-1,4.5,5.5,1,2,,,,,,,,,,0,3,,6,5,5,5,,,22.78,,24.44,,1,0,1,-0.32,0,0,0,0,0,0,0,4,0,2,2,3,3,1,4,5,0,0,0,4,4,0,4,0,3,3,1,5,0,2,5,1
6,1,1,1,21.57,30.45,0.03,4,60,6.26,1.67,1.75,0.77,-1,1,1,56,3,4,2,-2,-1,4.5,5.5,1,2,,,,,,,,,,0,,,6,5,5,5,,,22.78,,24.44,,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,3,3,1,4,5,0,0,0,4,4,0,4,,3,3,1,5,0,2,5,1
6,1,1,1,21.65,30.45,0.03,6,39,4.47,1.75,1.75,0.68,-1,1,1,56,3,4,2,-2,-1,4.5,5.5,1,2,,,,,,,,,,0,,,6,5,5,5,,,22.78,24.44,24.44,22.78,0,0,0,0,3,0,0,0,0,0,0,4,0,2,2,3,3,1,4,5,0,0,0,4,4,0,4,,3,3,1,5,0,2,5,1
6,0,0,2,24.05,30.45,0.03,9,27,7.6,1,1.25,0.68,-1,1,1,56,3,4,2,-2,-1,4.5,5.5,1,2,,,,,,,,,,0,3,,6,5,5,5,,,22.78,24.44,24.44,22.78,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,3,3,1,4,5,0,0,0,4,4,0,4,,3,3,1,5,0,2,5,1
6,1,1,2,23.54,30.45,0.03,21,56,3.58,1,1.3,0.68,-1,1,1,56,3,4,2,-2,-1,4.5,5.5,1,2,,,,,,,,,,0,3,,6,5,5,5,,,22.78,24.44,24.44,22.78,0,0,0,0,3,0,0,0,0,0,0,4,0,2,2,3,3,1,4,5,0,0,0,4,4,0,4,,3,3,1,5,0,2,5,1
6,1,1,3,23.2,30.45,0.03,18,68,4.02,1.46,1.2,0.68,-1,1,1,56,3,4,2,-2,-1,4.5,5.5,1,2,,,,,,,,,,-1,3,,6,5,5,5,,,22.78,24.44,24.44,22.78,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,3,3,1,4,5,0,0,0,4,4,0,4,,3,3,1,5,0,2,5,1
6,1,1,1,23.2,30.45,0.03,7,81,5.81,1.2,1.2,0.68,-1,1,1,56,3,4,2,-2,-1,4.5,5.5,1,2,,,,,,,,,,0,3,,6,5,5,5,,,22.78,24.44,24.44,22.78,0,0,0,0,99,0,0,0,0,0,0,4,0,2,2,3,3,1,4,5,0,0,0,4,4,0,4,,3,3,1,5,0,2,5,1
6,1,1,2,23.71,30.45,0.03,7,76,5.36,1,1.13,0.68,-1,1,1,56,3,4,2,-2,-1,4.5,5.5,1,2,,,,,,,,,,-1,3,,6,5,5,5,,,22.78,24.44,24.44,22.78,0,0,0,0,3,0,0,0,0,0,0,4,0,2,2,3,3,1,4,5,0,0,0,4,4,0,4,,3,3,1,5,0,2,5,1
6,1,1,1,23.71,22.36,0.03,7,45,3.58,1.37,1.38,0.61,-1,1,1,56,3,4,2,-2,-1,4.5,5.5,1,2,,,,,,,,,,0,3,3,6,5,5,5,,,22.33,,24,,1,0,1,-0.25,3,0,0,0,0,0,0,4,0,2,2,3,3,1,4,5,0,0,0,4,4,0,4,0,3,3,1,5,0,2,5,1
6,1,1,2,24.57,22.36,0.03,9,40,4.02,1.25,1.3,0.61,-1,1,1,56,3,4,2,-2,-1,4.5,5.5,1,2,,,,,,,,,,0,3,3,6,5,5,5,,,22.33,,24,,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,3,3,1,4,5,0,0,0,4,4,0,4,0,3,3,1,5,0,2,5,1
6,1,1,3,25,22.36,0.03,9,40,2.24,1.17,1.13,0.61,-1,1,1,56,3,4,2,-2,-1,4.5,5.5,1,2,,,,,,,,,,1,3,3,6,5,5,5,,,22.33,,24,,0,0,0,0,3,0,0,0,0,0,0,4,0,2,2,3,3,1,4,5,0,0,0,4,4,0,4,0,3,3,1,5,0,2,5,1
6,1,1,1,24.23,22.36,0.03,4,93,2.68,1.53,1.45,0.68,-1,1,1,56,3,4,2,-2,-1,4.5,5.5,1,2,,,,,,,,,,0,,,6,5,5,5,,,20.91,23.33,23.13,21.11,0,0,0,0,3,0,0,0,0,0,0,4,0,2,2,3,3,1,4,5,0,0,0,4,4,0,4,0,3,3,1,5,0,2,5,1
6,1,1,2,25,22.36,0.03,8,76,2.24,1.3,1.2,0.68,-1,1,1,56,3,4,2,-2,-1,4.5,5.5,1,2,,,,,,,,,,0,3,3,6,5,5,5,,,20.91,23.33,23.13,21.11,0,0,0,0,3,0,0,0,0,0,0,4,0,2,2,3,3,1,4,5,0,0,0,4,4,0,4,0,3,3,1,5,0,2,5,1
6,1,1,1,25.08,22.36,0.03,12,94,2.68,1.5,1.43,0.77,-1,1,1,56,3,4,2,-2,-1,4.5,5.5,1,2,,,,,,,,,,0,,,6,5,5,5,,,20.91,23.33,23.13,21.11,0,0,0,0,3,0,0,0,0,0,0,4,0,2,2,3,3,1,4,5,0,0,0,4,4,0,4,0,3,3,1,5,0,2,5,1
6,1,1,2,25.77,22.36,0.03,18,77,9.83,1.65,1.33,0.77,-1,1,1,56,3,4,2,-2,-1,4.5,5.5,1,2,,,,,,,,,,0,3,3,6,5,5,5,,,20.91,23.33,23.13,21.11,0,0,0,0,3,0,0,0,0,0,0,4,0,2,2,3,3,1,4,5,0,0,0,4,4,0,4,0,3,3,1,5,0,2,5,1
6,1,1,1,23.28,22.36,0.03,7,49,9.83,1.67,1.87,0.77,-1,1,1,56,3,4,2,-2,-1,4.5,5.5,1,2,,,,,,,,,,0,,,6,5,5,5,,,20.91,23.33,23.13,21.11,0,0,0,0,3,0,0,0,0,0,0,4,0,2,2,3,3,1,4,5,0,0,0,4,4,0,4,0,3,3,1,5,0,2,5,1
6,1,1,2,25.08,22.36,0.03,7,33,9.39,1.5,1.6,0.77,-1,1,1,56,3,4,2,-2,-1,4.5,5.5,1,2,,,,,,,,,,-1,3,3,6,5,5,5,,,20.91,23.33,23.13,21.11,0,0,0,0,3,0,0,0,0,0,0,4,0,2,2,3,3,1,4,5,0,0,0,4,4,0,4,0,3,3,1,5,0,2,5,1
6,1,0,3,24.91,22.36,0.03,4,35,11.18,1,1,0.77,-1,1,1,56,3,4,2,-2,-1,4.5,5.5,1,2,,,,,,,,,,1,3,4,6,5,5,5,,,20.91,23.33,23.13,21.11,0,0,0,0,3,0,0,0,0,0,0,4,0,2,2,3,3,1,4,5,0,0,0,4,4,0,4,0,3,3,1,5,0,2,5,1
6,1,1,2,24.23,22.36,0.03,-1,29,8.94,1.53,1.43,0.66,-1,1,1,56,3,4,2,-2,-1,4.5,5.5,1,2,,,,,,,,,,0,3,3,6,5,5,5,,,20.91,23.33,23.13,21.11,0,0,0,0,3,0,0,0,0,0,0,4,0,2,2,3,3,1,4,5,0,0,0,4,4,0,4,0,3,3,1,5,0,2,5,1
6,1,0,3,24.05,22.36,0.03,-2,31,7.15,1,1.2,0.66,-1,1,1,56,3,4,2,-2,-1,4.5,5.5,1,2,,,,,,,,,,0,3,3,6,5,5,5,,,20.91,23.33,23.13,21.11,0,0,0,0,3,0,0,0,0,0,0,4,0,2,2,3,3,1,4,5,0,0,0,4,4,0,4,0,3,3,1,5,0,2,5,1
6,1,1,1,22.6,22.36,0.03,-3,46,5.81,1.46,1.65,0.77,-1,1,1,56,3,4,2,-2,-1,4.5,5.5,1,2,,,,,,,,,,0,,,6,5,5,5,,,20.91,23.33,23.13,21.11,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,3,3,1,4,5,0,0,0,4,4,0,4,0,3,3,1,5,0,2,5,1
6,1,1,2,23.28,22.36,0.03,-1,40,8.94,1.25,1.13,0.77,-1,1,1,56,3,4,2,-2,-1,4.5,5.5,1,2,,,,,,,,,,0,3,3,6,5,5,5,,,20.91,23.33,23.13,21.11,0,0,0,0,3,0,0,0,0,0,0,4,0,2,2,3,3,1,4,5,0,0,0,4,4,0,4,0,3,3,1,5,0,2,5,1
6,1,1,3,23.71,22.36,0.03,-1,43,4.47,1.27,1.2,0.77,-1,1,1,56,3,4,2,-2,-1,4.5,5.5,1,2,,,,,,,,,,1,3,2,6,5,5,5,,,20.91,23.33,23.13,21.11,0,0,0,0,3,0,0,0,0,0,0,4,0,2,2,3,3,1,4,5,0,0,0,4,4,0,4,0,3,3,1,5,0,2,5,1
6,1,1,1,22.68,22.36,0.03,0,80,2.68,1.56,1.85,0.68,-1,1,1,56,3,4,2,-2,-1,4.5,5.5,1,2,,,,,,,,,,0,,,6,5,5,5,,,20.91,23.33,23.13,21.11,0,0,0,0,3,0,0,0,0,0,0,4,0,2,2,3,3,1,4,5,0,0,0,4,4,0,4,0,3,3,1,5,0,2,5,1
6,1,0,3,24.05,22.36,0.03,1,80,2.24,1.75,1.38,0.68,-1,1,1,56,3,4,2,-2,-1,4.5,5.5,1,2,,,,,,,,,,0,4,3,6,5,5,5,,,20.91,23.33,23.13,21.11,0,0,0,0,2,0,0,0,0,0,0,4,0,2,2,3,3,1,4,5,0,0,0,4,4,0,4,0,3,3,1,5,0,2,5,1
6,1,1,1,23.37,22.36,0.03,1,75,4.02,1.1,1.65,0.77,-1,1,1,56,3,4,2,-2,-1,4.5,5.5,1,2,,,,,,,,,,0,,,6,5,5,5,,,20.91,23.33,23.13,21.11,0,0,0,0,3,0,0,0,0,0,0,4,0,2,2,3,3,1,4,5,0,0,0,4,4,0,4,0,3,3,1,5,0,2,5,1
6,1,1,3,24.4,22.36,0.03,4,41,7.15,1,1.13,0.77,-1,1,1,56,3,4,2,-2,-1,4.5,5.5,1,2,,,,,,,,,,0,4,3,6,5,5,5,,,20.91,23.33,23.13,21.11,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,3,3,1,4,5,0,0,0,4,4,0,4,0,3,3,1,5,0,2,5,1
6,1,1,1,23.28,22.36,0.03,0,40,2.24,1.25,1.13,0.68,-1,1,1,56,3,4,2,-2,-1,4.5,5.5,1,2,,,,,,,,,,0,4,3,6,5,5,5,,,20.91,23.33,23.13,21.11,0,0,0,0,3,0,0,0,0,0,0,4,0,2,2,3,3,1,4,5,0,0,0,4,4,0,4,0,3,3,1,5,0,2,5,1
6,1,1,3,24.14,22.36,0.03,3,87,5.81,1.36,1.13,0.68,-1,1,1,56,3,4,2,-2,-1,4.5,5.5,1,2,,,,,,,,,,0,4,3,6,5,5,5,,,20.91,23.33,23.13,21.11,0,0,0,0,3,0,0,0,0,0,0,4,0,2,2,3,3,1,4,5,0,0,0,4,4,0,4,0,3,3,1,5,0,2,5,1
6,0,0,1,23.54,31.02,0.03,12,67,6.26,1.5,1.65,0.68,-1,1,1,56,3,4,2,-2,-1,4.5,5.5,1,2,,,,,,,,,,0,,,6,5,5,5,,,20.91,23.33,23.13,21.11,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,3,3,1,4,5,0,0,0,4,4,0,4,,3,3,1,5,0,2,5,1
6,0,1,2,24.4,31.02,0.03,17,36,7.6,1.38,1.38,0.68,-1,1,1,56,3,4,2,-2,-1,4.5,5.5,1,2,,,,,,,,,,1,3,3,6,5,5,5,,,18.33,23.33,26.67,21.11,0,0,0,0,2,0,0,0,0,0,0,4,0,2,2,3,3,1,4,5,0,0,0,4,4,0,4,,3,3,1,5,0,2,5,1
6,1,1,1,22.85,31.02,0.03,5,28,7.15,1.4,1.33,0.68,-1,1,1,56,3,4,2,-2,-1,4.5,5.5,1,2,,,,,,,,,,0,4,3,6,5,5,5,,,20.91,23.33,23.13,21.11,0,0,0,0,3,0,0,0,0,0,0,4,0,2,2,3,3,1,4,5,0,0,0,4,4,0,4,,3,3,1,5,0,2,5,1
6,1,1,2,23.71,31.02,0.03,7,24,9.83,1.3,1.2,0.68,-1,1,1,56,3,4,2,-2,-1,4.5,5.5,1,2,,,,,,,,,,0,3,3,6,5,5,5,,,20.91,23.33,23.13,21.11,0,0,0,0,3,0,0,0,0,0,0,4,0,2,2,3,3,1,4,5,0,0,0,4,4,0,4,,3,3,1,5,0,2,5,1
6,1,1,2,24.74,31.02,0.03,9,29,3.58,1.38,1.13,0.68,-1,1,1,56,3,4,2,-2,-1,4.5,5.5,1,2,,,,,,,,,,0,4,3,6,5,5,5,,,20.91,23.33,23.13,21.11,0,0,0,0,3,0,0,0,0,0,0,4,0,2,2,3,3,1,4,5,0,0,0,4,4,0,4,,3,3,1,5,0,2,5,1
6,1,1,3,25.08,31.02,0.03,10,27,4.47,1.25,1.13,0.68,-1,1,1,56,3,4,2,-2,-1,4.5,5.5,1,2,,,,,,,,,,0,3,3,6,5,5,5,,,20.91,23.33,23.13,21.11,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,3,3,1,4,5,0,0,0,4,4,0,4,,3,3,1,5,0,2,5,1
6,1,1,1,25.77,31.02,0.03,12,35,3.58,1.27,1.65,0.77,-1,1,1,56,3,4,2,-2,-1,4.5,5.5,1,2,,,,,,,,,,0,,,6,5,5,5,,,20.91,23.33,23.13,21.11,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,3,3,1,4,5,0,0,0,4,4,0,4,,3,3,1,5,0,2,5,1
6,1,1,2,26.02,31.02,0.03,14,26,6.26,1.4,1.2,0.77,-1,1,1,56,3,4,2,-2,-1,4.5,5.5,1,2,,,,,,,,,,0,3,3,6,5,5,5,,,20.91,23.33,23.13,21.11,0,0,0,0,3,0,0,0,0,0,0,4,0,2,2,3,3,1,4,5,0,0,0,4,4,0,4,,3,3,1,5,0,2,5,1
6,1,1,3,25,31.02,0.03,17,17,7.15,1.6,1.17,0.77,-1,1,1,56,3,4,2,-2,-1,4.5,5.5,1,2,,,,,,,,,,0,3,3,6,5,5,5,,,20.91,23.33,23.13,21.11,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,3,3,1,4,5,0,0,0,4,4,0,4,,3,3,1,5,0,2,5,1
6,1,1,2,26.45,31.02,0.03,23,36,3.58,1.17,1,0.68,-1,1,1,56,3,4,2,-2,-1,4.5,5.5,1,2,,,,,,,,,,0,4,3,6,5,5,5,,,20.91,23.33,23.13,21.11,0,0,0,0,3,0,0,0,0,0,0,4,0,2,2,3,3,1,4,5,0,0,0,4,4,0,4,,3,3,1,5,0,2,5,1
6,1,1,2,27.48,31.02,0.03,27.17,31,6.71,1.33,1.33,0.68,-1,1,1,56,3,4,2,-2,-1,4.5,5.5,1,2,,,,,,,,,,0,3,3,6,5,5,5,,,20.91,,23.13,,0,0,0,0,3,0,0,0,0,0,0,4,0,2,2,3,3,1,4,5,0,0,0,4,4,0,4,,3,3,1,5,0,2,5,1
6,1,1,3,27.14,31.02,0.03,28,26,3.58,1.17,1.33,0.68,-1,1,1,56,3,4,2,-2,-1,4.5,5.5,1,2,,,,,,,,,,0,3,3,6,5,5,5,,,20.91,,23.13,,0,0,0,0,3,0,0,0,0,0,0,4,0,2,2,3,3,1,4,5,0,0,0,4,4,0,4,,3,3,1,5,0,2,5,1
6,1,1,1,26.79,31.02,0.03,24,44,3.13,1.07,1.65,0.68,-1,1,1,56,3,4,2,-2,-1,4.5,5.5,1,2,,,,,,,,,,0,,,6,5,5,5,,,20.91,,23.13,,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,3,3,1,4,5,0,0,0,4,4,0,4,,3,3,1,5,0,2,5,1
6,1,1,3,27.48,31.02,0.03,31,31,6.26,1.17,1.13,0.68,-1,1,1,56,3,4,2,-2,-1,4.5,5.5,1,2,,,,,,,,,,0,3,3,6,5,5,5,,,20.91,,22.58,,0,0,0,0,2,0,0,0,0,0,0,4,0,2,2,3,3,1,4,5,0,0,0,4,4,0,4,,3,3,1,5,0,2,5,1
6,1,1,1,26.45,31.02,0.03,21,69,0.89,1.17,1.25,0.68,-1,1,1,56,3,4,2,-2,-1,4.5,5.5,1,2,,,,,,,,,,0,3,3,6,5,5,5,,,20.91,,22.58,,0,0,0,0,3,0,0,0,0,0,0,4,0,2,2,3,3,1,4,5,0,0,0,4,4,0,4,,3,3,1,5,0,2,5,1
6,1,1,2,25.08,31.02,0.03,21,73,5.81,1.25,1,0.68,-1,1,1,56,3,4,2,-2,-1,4.5,5.5,1,2,,,,,,,,,,-1,3,3,6,5,5,5,,,20.91,,22.58,,0,0,0,0,3,0,0,0,0,0,0,4,0,2,2,3,3,1,4,5,0,0,0,4,4,0,4,,3,3,1,5,0,2,5,1
6,1,1,3,22.85,31.02,0.03,14,72,6.71,1.17,1,0.68,-1,1,1,56,3,4,2,-2,-1,4.5,5.5,1,2,,,,,,,,,,-1,3,3,6,5,5,5,,,20.91,,22.58,,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,3,3,1,4,5,0,0,0,4,4,0,4,,3,3,1,5,0,2,5,1
6,1,1,1,22.68,31.02,0.03,9,87,5.81,1,1,0.68,-1,1,1,56,3,4,2,-2,-1,4.5,5.5,1,2,,,,,,,,,,0,2,3,6,5,5,5,,,20.91,,22.58,,0,0,0,0,3,0,0,0,0,0,0,4,0,2,2,3,3,1,4,5,0,0,0,4,4,0,4,,3,3,1,5,0,2,5,1
6,1,1,2,22.85,31.02,0.03,8,93,5.81,1,1,0.93,-1,1,1,56,3,4,2,-2,-1,4.5,5.5,1,2,,,,,,,,,,-1,3,3,6,5,5,5,,,20.91,,22.58,,1,1,0,0.32,3,0,0,0,0,0,0,4,0,2,2,3,3,1,4,5,0,0,0,4,4,0,4,,3,3,1,5,0,2,5,1
6,1,1,3,23.63,31.02,0.03,9,93,7.15,1.27,1,0.68,-1,1,1,56,3,4,2,-2,-1,4.5,5.5,1,2,,,,,,,,,,1,3,3,6,5,5,5,,,20.91,,22.58,,1,0,1,-0.32,3,0,0,0,0,0,0,4,0,2,2,3,3,1,4,5,0,0,0,4,4,0,4,,3,3,1,5,0,2,5,1
7,1,1,1,23.94,55.63,0.03,26,65,4.47,1.1,1.6,0.44,-3,1,2,34,3,2,2,-2.5,-2.5,4,4.5,1,2,,,,,,,,,,,,,5,3,5,3,,,22.36,25,25.13,22.22,99,99,99,0,99,0,0,0,0,0,0,4,4,1,1,1,3,1,4,5,5,0,0,0,5,0,6,,4,5,3,5,3,5,4,1
7,1,1,2,23.86,55.63,0.03,28,51,4.02,1.1,1.27,0.44,-2.5,1,2,34,3,2,2,-2.5,-2.5,4,4.5,1,2,,,,,,,,,,,,3,5,3,5,3,,,22.36,25,25.13,22.22,0,0,0,0,99,0,0,0,0,0,0,4,4,1,1,1,3,1,4,5,5,0,0,0,5,0,6,,4,5,3,5,3,5,4,1
7,1,1,3,23.83,55.63,0.03,28,51,0.45,1.1,1.27,0.44,-2.5,1,2,34,3,2,2,-2.5,-2.5,4,4.5,1,2,,,,,,,,,,,,3,5,3,5,3,,,22.36,25,25.13,22.22,0,0,0,0,99,0,0,0,0,0,0,4,4,1,1,1,3,1,4,5,5,0,0,0,5,0,6,,4,5,3,5,3,5,4,1
7,1,1,1,23.79,55.63,0.03,25,83,1.34,1.1,1.6,0.61,-3,1,2,34,3,2,2,-2.5,-2.5,4,4.5,1,2,,,,,,,,,,,,,5,3,5,3,,,22.36,25,25.13,22.22,99,99,99,0,2,0,0,0,0,0,0,4,4,1,1,1,3,1,4,5,5,0,0,0,5,0,6,,4,5,3,5,3,5,4,1
7,1,1,2,23.79,55.63,0.03,26,74,3.58,1.1,1.5,0.53,-3,1,2,34,3,2,2,-2.5,-2.5,4,4.5,1,2,,,,,,,,,,,,3,5,3,5,3,,,22.36,25,25.13,22.22,0,0,0,0,99,0,0,0,0,0,0,4,4,1,1,1,3,1,4,5,5,0,0,0,5,0,6,,4,5,3,5,3,5,4,1
7,1,1,3,23.83,55.63,0.03,27,62,2.68,1.1,1.05,0.61,-3,1,2,34,3,2,2,-2.5,-2.5,4,4.5,1,2,,,,,,,,,,,,4,5,3,5,3,,,22.36,25,25.13,22.22,0,0,0,0,99,0,0,0,0,0,0,4,4,1,1,1,3,1,4,5,5,0,0,0,5,0,6,,4,5,3,5,3,5,4,1
7,1,1,1,23.94,55.63,0.03,28,66,2.24,1.1,1.6,0.54,-3,1,2,34,3,2,2,-2.5,-2.5,4,4.5,1,2,,,,,,,,,,,,,5,3,5,3,,,22.36,25,25.13,22.22,99,99,99,0,99,0,0,0,0,0,0,4,4,1,1,1,3,1,4,5,5,0,0,0,5,0,6,,4,5,3,5,3,5,4,1
7,1,1,2,23.94,55.63,0.03,31,52,3.13,1.1,1.27,0.54,-3,1,2,34,3,2,2,-2.5,-2.5,4,4.5,1,2,,,,,,,,,,,,3,5,3,5,3,,,22.36,25,25.13,22.22,0,0,0,0,99,0,0,0,0,0,0,4,4,1,1,1,3,1,4,5,5,0,0,0,5,0,6,,4,5,3,5,3,5,4,1
7,1,1,3,24.09,55.63,0.03,33,41,5.81,1.1,1.05,0.54,-3,1,2,34,3,2,2,-2.5,-2.5,4,4.5,1,2,,,,,,,,,,,,3,5,3,5,3,,,22.36,25,25.13,22.22,0,0,0,0,99,0,0,0,0,0,0,4,4,1,1,1,3,1,4,5,5,0,0,0,5,0,6,,4,5,3,5,3,5,4,1
7,0,0,1,24.09,55.63,0.03,28,74,2.68,1.1,1.6,0.54,-3,1,2,34,3,2,2,-2.5,-2.5,4,4.5,1,2,,,,,,,,,,,,,5,3,5,3,,,22.36,25,25.13,22.22,99,99,99,0,2,0,0,0,0,0,0,4,4,1,1,1,3,1,4,5,5,0,0,0,5,0,6,,4,5,3,5,3,5,4,1
